programme_id,patch_id,year,transect,city_dist_km,greater_urbanization_negative_city_dist,urb_score,I_pollinator_abundance_per_surveyed_plant,F_mean_follicles_per_inflorescence,plants_surveyed_for_I,n_F_plants,primary_source_code_frame,zero_pollinator_sensitivity_only,independent_unit
P2_CF01_MILKWEED_URBAN_2023,MW030,2019,North,11.929436122093,-11.929436122093,0.942832000000,1.666666666667,1.254696969697,3,5,yes,no,population_patch
P2_CF01_MILKWEED_URBAN_2023,MW031,2019,North,12.549994186190,-12.549994186190,1.876180000000,2.666666666667,1.618412698413,3,5,yes,no,population_patch
P2_CF01_MILKWEED_URBAN_2023,MW035,2019,Rural,67.250047423940,-67.250047423940,-3.551820000000,3.500000000000,1.183333333333,2,5,yes,no,population_patch
P2_CF01_MILKWEED_URBAN_2023,MW036,2019,Rural,65.630649050804,-65.630649050804,-3.255830000000,1.666666666667,2.334285714286,3,5,yes,no,population_patch
P2_CF01_MILKWEED_URBAN_2023,MW039,2019,North,15.458994072802,-15.458994072802,2.307370000000,2.000000000000,1.287792207792,3,5,yes,no,population_patch
P2_CF01_MILKWEED_URBAN_2023,MW040,2019,North,15.864051343065,-15.864051343065,1.548100000000,0.000000000000,1.291428571429,3,5,no,yes,population_patch
P2_CF01_MILKWEED_URBAN_2023,MW041,2019,North,15.496062861984,-15.496062861984,0.524692000000,0.000000000000,1.000000000000,2,5,no,yes,population_patch
P2_CF01_MILKWEED_URBAN_2023,MW042,2019,North,15.496062861984,-15.496062861984,2.658130000000,0.000000000000,1.000000000000,3,3,no,yes,population_patch
P2_CF01_MILKWEED_URBAN_2023,MW046,2019,Rural,58.314385532329,-58.314385532329,-2.268540000000,1.333333333333,1.764102564103,3,5,yes,no,population_patch
P2_CF01_MILKWEED_URBAN_2023,MW049,2019,South,31.431859323048,-31.431859323048,0.228600000000,0.666666666667,1.900303030303,3,5,yes,no,population_patch
P2_CF01_MILKWEED_URBAN_2023,MW051,2019,South,3.692608661917,-3.692608661917,2.671390000000,0.666666666667,0.308975468975,3,5,yes,no,population_patch
P2_CF01_MILKWEED_URBAN_2023,MW056,2019,South,5.987405875567,-5.987405875567,2.249420000000,0.666666666667,1.914114774115,3,5,yes,no,population_patch
P2_CF01_MILKWEED_URBAN_2023,MW057,2019,South,6.722348164564,-6.722348164564,2.717620000000,0.666666666667,1.993650793651,3,5,yes,no,population_patch
P2_CF01_MILKWEED_URBAN_2023,MW059,2019,South,8.329974759368,-8.329974759368,2.364470000000,5.666666666667,1.000000000000,3,5,yes,no,population_patch
P2_CF01_MILKWEED_URBAN_2023,MW061,2019,North,18.252590496950,-18.252590496950,0.644411000000,0.000000000000,1.630678210678,3,5,no,yes,population_patch
P2_CF01_MILKWEED_URBAN_2023,MW062,2019,North,19.093874413319,-19.093874413319,0.697666000000,3.000000000000,1.919191919192,3,5,yes,no,population_patch
P2_CF01_MILKWEED_URBAN_2023,MW064,2019,North,22.053318669202,-22.053318669202,1.052870000000,0.333333333333,1.322597402597,3,5,yes,no,population_patch
P2_CF01_MILKWEED_URBAN_2023,MW066,2019,North,26.180128676449,-26.180128676449,2.153470000000,0.666666666667,1.614343434343,3,5,yes,no,population_patch
P2_CF01_MILKWEED_URBAN_2023,MW068,2019,North,28.107152545464,-28.107152545464,1.165360000000,2.333333333333,2.337871017871,3,5,yes,no,population_patch
P2_CF01_MILKWEED_URBAN_2023,MW072,2019,North,28.148039870313,-28.148039870313,1.559170000000,1.000000000000,2.337871017871,3,5,yes,no,population_patch
P2_CF01_MILKWEED_URBAN_2023,MW073,2019,North,32.350827430691,-32.350827430691,1.955010000000,2.333333333333,2.169841269841,3,5,yes,no,population_patch
P2_CF01_MILKWEED_URBAN_2023,MW074,2019,South,23.914926907729,-23.914926907729,2.710460000000,0.000000000000,1.478730158730,3,5,no,yes,population_patch
P2_CF01_MILKWEED_URBAN_2023,MW079,2019,South,17.437581314044,-17.437581314044,2.433570000000,2.333333333333,1.407575757576,3,5,yes,no,population_patch
