cf01_seed_id,canonical_search_key,input_doi,input_citation,resolution_status,resolution_method,openalex_id,resolved_doi,resolved_title,resolved_year,match_score,match_margin,match_details_json,cited_by_count_metadata,referenced_work_count_metadata,resolution_error,citation_expansion_cutoff,outcome_opened
CF01S0014,SF04:SF04R04,,Chung & Nason (2007) Biological Conservation 137: 125-137,resolved,crossref_bibliographic_to_openalex_doi,https://openalex.org/W2092212341,10.1016/j.biocon.2007.01.021,Spatial demographic and genetic consequences of harvesting within populations of the terrestrial orchid Cymbidium goeringii,2007,9.000000,5.000000,"{""author_match"": true, ""crossref_doi"": ""10.1016/j.biocon.2007.01.021"", ""crossref_title"": ""Spatial demographic and genetic consequences of harvesting within populations of the terrestrial orchid Cymbidium goeringii"", ""page_match"": true, ""title_similarity"": 0.0, ""volume_match"": true, ""year_match"": true}",31,81,,2026-09-18,no
CF01S0015,SF04:SF04R05,,Souto & Premoli (2003) Botanical Bulletin Academia Sinica Taipei 44: 329-336,unresolved,crossref_bibliographic_to_openalex_doi,,,,,0.000000,0.000000,"{""author_match"": false, ""crossref_doi"": ""10.15190/d.2021.12"", ""crossref_title"": ""Macro photography with Lighsheet Illumination Enables Whole Expanded Brain Imaging with Single-cell Resolution"", ""page_match"": false, ""title_similarity"": 0.0, ""volume_match"": false, ""year_match"": false}",,,crossref_ambiguous_or_low_confidence,2026-09-18,no
CF01S0016,SF04:SF04R06,,Farwig et al. (2008) Conservation Genetics 9: 317-326,resolved,crossref_bibliographic_to_openalex_doi,https://openalex.org/W1995600119,10.1007/s10592-007-9343-x,"Human disturbance reduces genetic diversity of an endangered tropical tree, Prunus africana (Rosaceae)",2007,9.000000,4.000000,"{""author_match"": true, ""crossref_doi"": ""10.1007/s10592-007-9343-x"", ""crossref_title"": ""Human disturbance reduces genetic diversity of an endangered tropical tree, Prunus africana (Rosaceae)"", ""page_match"": true, ""title_similarity"": 0.0, ""volume_match"": true, ""year_match"": true}",83,54,,2026-09-18,no
CF01S0017,SF04:SF04R07,,Suni & Whiteley (2015) Conservation Genetics 16: 1431-1442,resolved,crossref_bibliographic_to_openalex_doi,https://openalex.org/W887491439,10.1007/s10592-015-0751-z,Genetic structure of a montane perennial plant: the influence of landscape and flowering phenology,2015,9.000000,3.000000,"{""author_match"": true, ""crossref_doi"": ""10.1007/s10592-015-0751-z"", ""crossref_title"": ""Genetic structure of a montane perennial plant: the influence of landscape and flowering phenology"", ""page_match"": true, ""title_similarity"": 0.0, ""volume_match"": true, ""year_match"": true}",8,87,,2026-09-18,no
CF01S0018,SF04:SF04R08,,Korshikov et al. (2015) Cytology and Genetics 49: 102-108,resolved,crossref_bibliographic_to_openalex_doi,https://openalex.org/W2470420892,10.3103/s0095452715020048,Genetic diversity and mating system of Pinus brutia var. stankewiczii Sukacz. in small localities of Sudak (Crimea),2015,9.000000,5.000000,"{""author_match"": true, ""crossref_doi"": ""10.3103/s0095452715020048"", ""crossref_title"": ""Genetic diversity and mating system of Pinus brutia var. stankewiczii Sukacz. in small localities of Sudak (Crimea)"", ""page_match"": true, ""title_similarity"": 0.0, ""volume_match"": true, ""year_match"": true}",1,29,,2026-09-18,no
CF01S0019,SF04:SF04R09,,Rymer et al. (2015) Heredity 115: 115-124,resolved,crossref_bibliographic_to_openalex_doi,https://openalex.org/W1970015625,10.1038/hdy.2013.73,Remnant Pachira quinata pasture trees have greater opportunities to self and suffer reduced reproductive success due to inbreeding depression,2013,9.000000,4.000000,"{""author_match"": true, ""crossref_doi"": ""10.1038/hdy.2013.73"", ""crossref_title"": ""Remnant Pachira quinata pasture trees have greater opportunities to self and suffer reduced reproductive success due to inbreeding depression"", ""page_match"": true, ""title_similarity"": 0.0, ""volume_match"": true, ""year_match"": true}",30,66,,2026-09-18,no
CF01S0020,SF04:SF04R10,,Jump & Peñuelas (2006) Proceedings of the National Academy of Sciences USA 103: 8096-8100,resolved,crossref_bibliographic_to_openalex_doi,https://openalex.org/W2098334721,10.1073/pnas.0510127103,Genetic effects of chronic habitat fragmentation in a wind-pollinated tree,2006,9.000000,5.000000,"{""author_match"": true, ""crossref_doi"": ""10.1073/pnas.0510127103"", ""crossref_title"": ""Genetic effects of chronic habitat fragmentation in a wind-pollinated tree"", ""page_match"": true, ""title_similarity"": 0.0, ""volume_match"": true, ""year_match"": true}",332,43,,2026-09-18,no
CF01S0021,SF04:SF04R11,,White & Powell (1997) Molecular Ecology 6: 851-860,unresolved,crossref_bibliographic_to_openalex_doi,,,,,9.000000,0.000000,"{""author_match"": true, ""crossref_doi"": ""10.1046/j.1365-294x.1997.d01-216.x"", ""crossref_title"": ""Isolation and characterization of microsatellite loci in Swietenia humilis (Meliaceae): an endangered tropical hardwood species"", ""page_match"": true, ""title_similarity"": 0.0, ""volume_match"": true, ""year_match"": true}",,,crossref_ambiguous_or_low_confidence,2026-09-18,no
CF01S0022,SF04:SF04R12,,Novick et al. (2003) Molecular Ecology 12: 2885-2893,resolved,crossref_bibliographic_to_openalex_doi,https://openalex.org/W2100926279,10.1046/j.1365-294x.2003.01951.x,Genetic structure of Mesoamerican populations of Big‐leaf mahogany (Swietenia macrophylla) inferred from microsatellite analysis,2003,9.000000,5.000000,"{""author_match"": true, ""crossref_doi"": ""10.1046/j.1365-294x.2003.01951.x"", ""crossref_title"": ""Genetic structure of Mesoamerican populations of Big\u2010leaf mahogany (<i>Swietenia macrophylla</i>) inferred from microsatellite analysis"", ""page_match"": true, ""title_similarity"": 0.0, ""volume_match"": true, ""year_match"": true}",112,47,,2026-09-18,no
CF01S0023,SF04:SF04R13,,Gómez-Fernández et al. (2016) Conservation Genetics 17: 631-641,unresolved,crossref_bibliographic_to_openalex_doi,,,,,6.000000,2.000000,"{""author_match"": false, ""crossref_doi"": ""10.1007/s10592-016-0811-z"", ""crossref_title"": ""Does higher connectivity lead to higher genetic diversity? Effects of habitat fragmentation on genetic variation and population structure in a gypsophile"", ""page_match"": true, ""title_similarity"": 0.0, ""volume_match"": true, ""year_match"": true}",,,crossref_ambiguous_or_low_confidence,2026-09-18,no
CF01S0024,SF04:SF04R14,,Addisalem et al. (2016) Forest Ecology and Management 360: 253-260,resolved,crossref_bibliographic_to_openalex_doi,https://openalex.org/W1898750348,10.1016/j.foreco.2015.10.038,Genetic diversity and differentiation of the frankincense tree (Boswellia papyrifera (Del.) Hochst) across Ethiopia and implications for its conservation,2015,9.000000,5.000000,"{""author_match"": true, ""crossref_doi"": ""10.1016/j.foreco.2015.10.038"", ""crossref_title"": ""Genetic diversity and differentiation of the frankincense tree (Boswellia papyrifera (Del.) Hochst) across Ethiopia and implications for its conservation"", ""page_match"": true, ""title_similarity"": 0.0, ""volume_match"": true, ""year_match"": true}",33,49,,2026-09-18,no
CF01S0025,SF04:SF04R15,,Li et al. (2015) Pakistan Journal of Botany 47: 2171-2179,unresolved,crossref_bibliographic_to_openalex_doi,,,,,3.000000,0.000000,"{""author_match"": false, ""crossref_doi"": ""10.20396/ideias.v6i1.8649487"", ""crossref_title"": ""The New Global Frontier (Martine et al., 2008)"", ""page_match"": false, ""title_similarity"": 0.0, ""volume_match"": false, ""year_match"": true}",,,crossref_ambiguous_or_low_confidence,2026-09-18,no
CF01S0026,SF04:SF04R16,,Baucom et al. (2005) Conservation Genetics 6: 39-50,resolved,crossref_bibliographic_to_openalex_doi,https://openalex.org/W2015498851,10.1007/s10592-004-7718-9,The effect of deforestation on the genetic diversity and structure in Acer saccharum (Marsh): Evidence for the loss and restructuring of genetic variation in a natural system,2005,9.000000,9.000000,"{""author_match"": true, ""crossref_doi"": ""10.1007/s10592-004-7718-9"", ""crossref_title"": ""The effect of deforestation on the genetic diversity and structure in Acer saccharum (Marsh): Evidence for the loss and restructuring of genetic variation in a natural system"", ""page_match"": true, ""title_similarity"": 0.0, ""volume_match"": true, ""year_match"": true}",43,53,,2026-09-18,no
CF01S0027,SF04:SF04R17,,Peñaloza-Ramírez et al. (2016) Revista Mexicana de Biodiversidad 87: 990-1001,unresolved,crossref_bibliographic_to_openalex_doi,,,,,4.000000,0.000000,"{""author_match"": false, ""crossref_doi"": ""10.1016/j.rmb.2016.05.005"", ""crossref_title"": ""Fe de errores de \u201cEstructura de la comunidad ictioplanct\u00f3nica en la laguna de Tamiahua, Veracruz, M\u00e9xico \u201d"", ""page_match"": false, ""title_similarity"": 0.0, ""volume_match"": true, ""year_match"": true}",,,crossref_ambiguous_or_low_confidence,2026-09-18,no
CF01S0028,SF04:SF04R19,,Sujii et al. (2017) Biological Conservation 211: 110-116,resolved,crossref_bibliographic_to_openalex_doi,https://openalex.org/W2614985600,10.1016/j.biocon.2017.05.006,Recovery of genetic diversity levels of a Neotropical tree in Atlantic Forest restoration plantations,2017,9.000000,5.000000,"{""author_match"": true, ""crossref_doi"": ""10.1016/j.biocon.2017.05.006"", ""crossref_title"": ""Recovery of genetic diversity levels of a Neotropical tree in Atlantic Forest restoration plantations"", ""page_match"": true, ""title_similarity"": 0.0, ""volume_match"": true, ""year_match"": true}",31,69,,2026-09-18,no
CF01S0029,SF04:SF04R21,,Millán-Aguilar et al. (2016) Forests 7: art197,unresolved,crossref_bibliographic_to_openalex_doi,,,,,3.000000,0.000000,"{""author_match"": false, ""crossref_doi"": ""10.3390/f7090197"", ""crossref_title"": ""Genetic Diversity of the Black Mangrove Avicennia germinans (L.) Stearn in Northwestern Mexico"", ""page_match"": false, ""title_similarity"": 0.0, ""volume_match"": false, ""year_match"": true}",,,crossref_ambiguous_or_low_confidence,2026-09-18,no
CF01S0030,SF04:SF04R22,,Otao et al. (2016) Applications in Plant Sciences 4: art1500110,unresolved,crossref_bibliographic_to_openalex_doi,,,,,6.000000,3.000000,"{""author_match"": true, ""crossref_doi"": ""10.3732/apps.1500110"", ""crossref_title"": ""Development and characterization of 14 microsatellite markers for <i>Indigofera pseudotinctoria</i> (Fabaceae)"", ""page_match"": false, ""title_similarity"": 0.0, ""volume_match"": false, ""year_match"": true}",,,crossref_ambiguous_or_low_confidence,2026-09-18,no
CF01S0031,SF04:SF04R23,,Ahrens & James (2016) Conservation Genetics 17: 891-901,resolved,crossref_bibliographic_to_openalex_doi,https://openalex.org/W2473310046,10.1007/s10592-016-0830-9,"Conserving the small milkwort, Comesperma polygaloides, a vulnerable subshrub in a fragmented landscape",2016,9.000000,3.000000,"{""author_match"": true, ""crossref_doi"": ""10.1007/s10592-016-0830-9"", ""crossref_title"": ""Conserving the small milkwort, Comesperma polygaloides, a vulnerable subshrub in a fragmented landscape"", ""page_match"": true, ""title_similarity"": 0.0, ""volume_match"": true, ""year_match"": true}",5,58,,2026-09-18,no
CF01S0032,SF04:SF04R24,,Lara-Romero et al. (2016) Heredity 116: 417-423,unresolved,crossref_bibliographic_to_openalex_doi,,,,,6.000000,4.000000,"{""author_match"": false, ""crossref_doi"": ""10.1038/hdy.2015.102"", ""crossref_title"": ""Individual spatial aggregation correlates with between-population variation in fine-scale genetic structure of Silene ciliata (Caryophyllaceae)"", ""page_match"": true, ""title_similarity"": 0.0, ""volume_match"": true, ""year_match"": true}",,,crossref_ambiguous_or_low_confidence,2026-09-18,no
CF01S0033,SF04:SF04R25,,Aavik et al. (2017) Biological Conservation 210: 125-135,resolved,crossref_bibliographic_to_openalex_doi,https://openalex.org/W2609963414,10.1016/j.biocon.2017.04.016,Genetic consequences of landscape change for rare endemic plants – A case study of Rhinanthus osiliensis,2017,9.000000,5.000000,"{""author_match"": true, ""crossref_doi"": ""10.1016/j.biocon.2017.04.016"", ""crossref_title"": ""Genetic consequences of landscape change for rare endemic plants \u2013 A case study of Rhinanthus osiliensis"", ""page_match"": true, ""title_similarity"": 0.0, ""volume_match"": true, ""year_match"": true}",19,77,,2026-09-18,no
CF01S0034,SF04:SF04R26,,Melo & Franceschinelli (2016) Journal of Tropical Ecology 32: 135-145,resolved,crossref_bibliographic_to_openalex_doi,https://openalex.org/W2303132100,10.1017/s0266467416000067,"Gene flow and fine-scale spatial genetic structure inCabralea canjerana(Meliaceae), a common tree species from the Brazilian Atlantic forest",2016,9.000000,5.000000,"{""author_match"": true, ""crossref_doi"": ""10.1017/s0266467416000067"", ""crossref_title"": ""Gene flow and fine-scale spatial genetic structure in<i>Cabralea canjerana</i>(Meliaceae), a common tree species from the Brazilian Atlantic forest"", ""page_match"": true, ""title_similarity"": 0.0, ""volume_match"": true, ""year_match"": true}",11,67,,2026-09-18,no
CF01S0035,SF04:SF04R27,,Matesanz et al. (2017) Frontiers in Plant Science 8: art843,unresolved,crossref_bibliographic_to_openalex_doi,,,,,6.000000,3.000000,"{""author_match"": true, ""crossref_doi"": ""10.3389/fpls.2017.00843"", ""crossref_title"": ""Habitat Fragmentation Differentially Affects Genetic Variation, Phenotypic Plasticity and Survival in Populations of a Gypsum Endemic"", ""page_match"": false, ""title_similarity"": 0.0, ""volume_match"": false, ""year_match"": true}",,,crossref_ambiguous_or_low_confidence,2026-09-18,no
CF01S0036,SF04:SF04R28,,Suárez-Montes et al. (2016) PeerJ 4: e2764,unresolved,crossref_bibliographic_to_openalex_doi,,,,,3.000000,3.000000,"{""author_match"": false, ""crossref_doi"": ""10.7717/peerj.2764"", ""crossref_title"": ""Life history and past demography maintain genetic structure, outcrossing rate, contemporary pollen gene flow of an understory herb in a highly fragmented rainforest"", ""page_match"": false, ""title_similarity"": 0.0, ""volume_match"": false, ""year_match"": true}",,,crossref_ambiguous_or_low_confidence,2026-09-18,no
CF01S0037,SF04:SF04R29,,Astuti et al. (2017) Nature Conservation 22: 169-190,resolved,crossref_bibliographic_to_openalex_doi,https://openalex.org/W2765209763,10.3897/natureconservation.22.19809,"Conservation biology of the last Italian population of Cistus laurifolius (Cistaceae): demographic structure, reproductive success and population genetics",2017,9.000000,3.000000,"{""author_match"": true, ""crossref_doi"": ""10.3897/natureconservation.22.19809"", ""crossref_title"": ""Conservation biology of the last Italian population of Cistus laurifolius (Cistaceae): demographic structure, reproductive success and population genetics"", ""page_match"": true, ""title_similarity"": 0.0, ""volume_match"": true, ""year_match"": true}",13,92,,2026-09-18,no
CF01S0038,SF04:SF04R30,,Bupp et al. (2017) Conservation Genetics 18: 77-88,resolved,crossref_bibliographic_to_openalex_doi,https://openalex.org/W2510734141,10.1007/s10592-016-0883-9,Conservation implications of small population size and habitat fragmentation in an endangered lupine,2016,9.000000,3.000000,"{""author_match"": true, ""crossref_doi"": ""10.1007/s10592-016-0883-9"", ""crossref_title"": ""Conservation implications of small population size and habitat fragmentation in an endangered lupine"", ""page_match"": true, ""title_similarity"": 0.0, ""volume_match"": true, ""year_match"": true}",6,67,,2026-09-18,no
CF01S0039,SF04:SF04R31,,Crichton et al. (2016) Conservation Genetics 17: 547-556,resolved,crossref_bibliographic_to_openalex_doi,https://openalex.org/W2286631273,10.1007/s10592-015-0803-4,Conservation genetics of the annual hemiparasitic plant Melampyrum sylvaticum (Orobanchaceae) in the UK and Scandinavia,2016,9.000000,4.000000,"{""author_match"": true, ""crossref_doi"": ""10.1007/s10592-015-0803-4"", ""crossref_title"": ""Conservation genetics of the annual hemiparasitic plant Melampyrum sylvaticum (Orobanchaceae) in the UK and Scandinavia"", ""page_match"": true, ""title_similarity"": 0.0, ""volume_match"": true, ""year_match"": true}",5,74,,2026-09-18,no
CF01S0040,SF04:SF04R32,,Martínez-Natarén et al. (2017) Journal of Tropical Ecology 33: 285-294,unresolved,crossref_bibliographic_to_openalex_doi,,,,,6.000000,1.000000,"{""author_match"": false, ""crossref_doi"": ""10.1017/s0266467417000268"", ""crossref_title"": ""Genetic diversity and structure of the tree<i>Manilkara zapota</i>in a naturally fragmented tropical forest"", ""page_match"": true, ""title_similarity"": 0.0, ""volume_match"": true, ""year_match"": true}",,,crossref_ambiguous_or_low_confidence,2026-09-18,no
CF01S0041,SF04:SF04R33,,Shiga et al. (2017) Journal of Plant Research 130: 83-93,resolved,crossref_bibliographic_to_openalex_doi,https://openalex.org/W2549094718,10.1007/s10265-016-0869-1,"Genetic diversity and population structure of Nuphar submersa (Nymphaeaceae), a critically endangered aquatic plant endemic to Japan, and implications for its conservation",2016,9.000000,4.000000,"{""author_match"": true, ""crossref_doi"": ""10.1007/s10265-016-0869-1"", ""crossref_title"": ""Genetic diversity and population structure of Nuphar submersa (Nymphaeaceae), a critically endangered aquatic plant endemic to Japan, and implications for its conservation"", ""page_match"": true, ""title_similarity"": 0.0, ""volume_match"": true, ""year_match"": true}",19,56,,2026-09-18,no
CF01S0042,SF04:SF04R34,,Stevens et al. (2015) New Zealand Journal of Ecology 39: 190-197,unresolved,crossref_bibliographic_to_openalex_doi,,,,,5.000000,1.000000,"{""author_match"": false, ""crossref_doi"": ""10.3917/arco.lloni.2015.01.0190"", ""crossref_title"": ""Bibliographie"", ""page_match"": true, ""title_similarity"": 0.0, ""volume_match"": false, ""year_match"": true}",,,crossref_ambiguous_or_low_confidence,2026-09-18,no
CF01S0043,SF04:SF04R36,,White et al. (1999) Molecular Ecology 8: 1899-1909,resolved,crossref_bibliographic_to_openalex_doi,https://openalex.org/W2171431485,10.1046/j.1365-294x.1999.00790.x,Genetic variation within a fragmented population ofSwietenia humilisZucc.,1999,9.000000,6.000000,"{""author_match"": true, ""crossref_doi"": ""10.1046/j.1365-294x.1999.00790.x"", ""crossref_title"": ""Genetic variation within a fragmented population of<i>Swietenia humilis</i>Zucc."", ""page_match"": true, ""title_similarity"": 0.0, ""volume_match"": true, ""year_match"": true}",134,52,,2026-09-18,no
CF01S0044,SF04:SF04R37,,Tunaitiene et al. (2017) Biochemical Systematics and Ecology 70: 294-303,resolved,crossref_bibliographic_to_openalex_doi,https://openalex.org/W2569572933,10.1016/j.bse.2016.12.015,Genetic and allelopathic differences between populations of daisy fleabane Erigeron annuus (L.) Pers. (Asteraceae) from disturbed and stable habitats,2017,9.000000,5.000000,"{""author_match"": true, ""crossref_doi"": ""10.1016/j.bse.2016.12.015"", ""crossref_title"": ""Genetic and allelopathic differences between populations of daisy fleabane Erigeron annuus (L.) Pers. (Asteraceae) from disturbed and stable habitats"", ""page_match"": true, ""title_similarity"": 0.0, ""volume_match"": true, ""year_match"": true}",11,73,,2026-09-18,no
CF01S0045,SF04:SF04R38,,Heinicke et al. (2016) Flora 224: 42-49.,resolved,crossref_bibliographic_to_openalex_doi,https://openalex.org/W2428064621,10.1016/j.flora.2016.06.003,Fragmentation and environmental constraints influence genetic diversity and germination of Stipa pennata in natural steppes,2016,9.000000,5.000000,"{""author_match"": true, ""crossref_doi"": ""10.1016/j.flora.2016.06.003"", ""crossref_title"": ""Fragmentation and environmental constraints influence genetic diversity and germination of Stipa pennata in natural steppes"", ""page_match"": true, ""title_similarity"": 0.0, ""volume_match"": true, ""year_match"": true}",18,75,,2026-09-18,no
CF01S0046,SF05:1,10.1093/aob/mcw246,"Beghé, D., Piotti, A., Satovic, Z., De La Rosa, R., Belaj, A., 2017. Pollen-mediated gene flow and fine-scale spatial genetic structure in Olea europaea subsp. europaea var. sylvestris. Ann. Bot. 119, 671–679. https://doi.org/10.1093/aob/mcw246",resolved,openalex_doi_exact,https://openalex.org/W2565566576,10.1093/aob/mcw246,Pollen-mediated gene flow and fine-scale spatial genetic structure inOlea europaeasubsp.europaeavar.sylvestris,2016,100.000000,100.000000,"{""doi_exact"": true}",17,110,,2026-09-18,no
CF01S0047,SF05:10,10.1016/j.foreco.2016.08.003,"Duminil, J., Mendene Abessolo, D.T., Ndiade Bourobou, D., Doucet, J.L., Loo, J., Hardy, O.J., 2016. High selfing rate, limited pollen dispersal and inbreeding depression in the emblematic African rain forest tree Baillonella toxisperma – Management implications. For. Ecol. Manage. 379, 20–29. https://doi.org/10.1016/j.foreco.2016.08.003",resolved,openalex_doi_exact,https://openalex.org/W2513966047,10.1016/j.foreco.2016.08.003,"High selfing rate, limited pollen dispersal and inbreeding depression in the emblematic African rain forest tree Baillonella toxisperma – Management implications",2016,100.000000,100.000000,"{""doi_exact"": true}",41,65,,2026-09-18,no
CF01S0048,SF05:11,10.1038/hdy.2015.101,"Duminil, J., Daïnou, K., Kaviriri, D.K., Gillet, P., Loo, J., Doucet, J.L., Hardy, O.J., 2016. Relationships between population density, fine-scale genetic structure, mating system and pollen dispersal in a timber tree from African rainforests. Heredity (Edinb). 116, 295–303. https://doi.org/10.1038/hdy.2015.101",resolved,openalex_doi_exact,https://openalex.org/W2217657620,10.1038/hdy.2015.101,"Relationships between population density, fine-scale genetic structure, mating system and pollen dispersal in a timber tree from African rainforests",2015,100.000000,100.000000,"{""doi_exact"": true}",69,58,,2026-09-18,no
CF01S0049,SF05:13,10.1017/s0266467415000292,"Ganzhorn, S.M., Thomas, W.W., Gaiotto, F.A., Lewis, J.D., 2015. Spatial genetic structure of Manilkara maxima (Sapotaceae), a tree species from the Brazilian Atlantic forest. J. Trop. Ecol. 31, 437–447. https://doi.org/10.1017/S0266467415000292",resolved,openalex_doi_exact,https://openalex.org/W2279569832,10.1017/s0266467415000292,"Spatial genetic structure ofManilkara maxima(Sapotaceae), a tree species from the Brazilian Atlantic forest",2015,100.000000,100.000000,"{""doi_exact"": true}",8,61,,2026-09-18,no
CF01S0050,SF05:15,10.1111/j.1365-294x.2005.02785.x,"Hardy, O.J., Maggia, L., Bandou, E., Breyne, P., Caron, H., Chevallier, M.H., Doligez, A., Dutech, C., Kremer, A., Latouche-Hallé, C., Troispoux, V., Veron, V., Degen, B., 2006. Fine-scale genetic structure and gene dispersal inferences in 10 Neotropical tree species. Mol. Ecol. 15, 559–571. https://doi.org/10.1111/j.1365-294X.2005.02785.x",resolved,openalex_doi_exact,https://openalex.org/W2135597298,10.1111/j.1365-294x.2005.02785.x,Fine‐scale genetic structure and gene dispersal inferences in 10 Neotropical tree species,2005,100.000000,100.000000,"{""doi_exact"": true}",355,60,,2026-09-18,no
