garden_id,phytometer,raw_all_pollinator_count,sampling_effort_min,capture_rate_per_9h,source_exclusion_status
30,Symphytum_officinale,15,2420,3.34710743801653,eligible
39,Daucus_carota,62,510,65.6470588235294,source_excluded_low_sampling
39,Raphanus_sativus,61,300,109.800000000000,source_excluded_low_sampling
39,Onobrychis_viciifolia,1,300,1.80000000000000,source_excluded_low_sampling
39,Symphytum_officinale,4,390,5.53846153846154,source_excluded_low_sampling
40,Daucus_carota,118,2700,23.6000000000000,eligible
40,Raphanus_sativus,51,1820,15.1318681318681,eligible
40,Onobrychis_viciifolia,6,1820,1.78021978021978,eligible
40,Symphytum_officinale,7,2900,1.30344827586207,eligible
41,Daucus_carota,147,1590,49.9245283018868,eligible
41,Raphanus_sativus,127,1410,48.6382978723404,eligible
41,Onobrychis_viciifolia,3,2490,0.650602409638554,eligible
41,Symphytum_officinale,11,2490,2.38554216867470,eligible
47,Daucus_carota,181,3240,30.1666666666667,eligible
47,Raphanus_sativus,114,2410,25.5435684647303,eligible
47,Onobrychis_viciifolia,10,2410,2.24066390041494,eligible
47,Symphytum_officinale,14,2410,3.13692946058091,eligible
48,Daucus_carota,46,3600,6.90000000000000,eligible
48,Raphanus_sativus,72,3000,12.9600000000000,eligible
48,Onobrychis_viciifolia,1,2520,0.214285714285714,eligible
48,Symphytum_officinale,6,4080,0.794117647058824,eligible
52,Daucus_carota,75,2980,13.5906040268456,eligible
52,Raphanus_sativus,85,2980,15.4026845637584,eligible
52,Onobrychis_viciifolia,2,2800,0.385714285714286,eligible
52,Symphytum_officinale,19,2980,3.44295302013423,eligible
53,Daucus_carota,70,3780,10.0000000000000,eligible
53,Raphanus_sativus,123,3780,17.5714285714286,eligible
53,Onobrychis_viciifolia,1,1620,0.333333333333333,eligible
53,Symphytum_officinale,16,3780,2.28571428571429,eligible
56,Daucus_carota,200,1620,66.6666666666667,eligible
56,Raphanus_sativus,115,2690,23.0855018587361,eligible
56,Onobrychis_viciifolia,2,2870,0.376306620209059,eligible
56,Symphytum_officinale,16,1250,6.91200000000000,eligible
59,Daucus_carota,117,3000,21.0600000000000,eligible
59,Raphanus_sativus,135,2500,29.1600000000000,eligible
59,Onobrychis_viciifolia,8,3340,1.29341317365269,eligible
59,Symphytum_officinale,14,3340,2.26347305389222,eligible
71,Daucus_carota,159,3050,28.1508196721311,eligible
71,Raphanus_sativus,144,2840,27.3802816901408,eligible
71,Onobrychis_viciifolia,6,2840,1.14084507042254,eligible
71,Symphytum_officinale,30,2840,5.70422535211268,eligible
73,Daucus_carota,50,3240,8.33333333333333,eligible
73,Raphanus_sativus,129,3240,21.5000000000000,eligible
73,Onobrychis_viciifolia,1,2160,0.250000000000000,eligible
73,Symphytum_officinale,4,3240,0.666666666666667,eligible
83,Daucus_carota,73,2700,14.6000000000000,eligible
83,Raphanus_sativus,68,2400,15.3000000000000,eligible
83,Onobrychis_viciifolia,7,2700,1.40000000000000,eligible
83,Symphytum_officinale,5,2160,1.25000000000000,eligible
84,Daucus_carota,266,3200,44.8875000000000,eligible
84,Raphanus_sativus,88,2360,20.1355932203390,eligible
84,Onobrychis_viciifolia,0,2360,0.00000000000000,eligible
84,Symphytum_officinale,23,2360,5.26271186440678,eligible
85,Daucus_carota,77,3200,12.9937500000000,eligible
85,Raphanus_sativus,162,2120,41.2641509433962,eligible
85,Onobrychis_viciifolia,4,2120,1.01886792452830,eligible
85,Symphytum_officinale,8,3200,1.35000000000000,eligible
