candidate_openalex_id,doi,title,publication_date,publication_year,work_type,first_author,source_name,is_retracted_metadata,citation_directions,source_seed_ids,n_source_seeds,candidate_already_seed,cutoff_status,screening_status,outcome_opened
W10158200,10.17129/botsci.1644,The paradox of mesquites ( Prosopis spp.): Invading species or biodiversity enhancers?,2001-12-15,2001,article,Jordan K. Golubov,Botanical Sciences,no,forward_citation,CF01S0112,1,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W1017480746,10.1016/b978-044453223-7.50062-9,WITHDRAWN: Research Gaps Regarding the Ecological Effects of Fragmentation Related to Transmission-Line Rights-of-Way,2008-01-01,2008,conference-paper,Cassandra Willyard,Elsevier eBooks,no,forward_citation,CF01S0316,1,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W102009949,,Reproductive and Molecular Biology of,2003-01-01,2003,article,Margaret Akol Anne,,no,forward_citation,CF01S0155;CF01S0156;CF01S0256,3,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W1022597543,10.1007/978-1-4612-3122-6_14,Gradient Analysis of Ecosystems,1991-01-01,1991,book-chapter,Peter M. Vitousek,,no,backward_reference,CF01S0252,1,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W1023558318,,Genetische Untersuchungen zu den Voraussetzungen und Konsequenzen einer rezedenten Lebensweise am Beispiel der Vogelkirsche ( Prunus avium L. ),2005-12-09,2005,dissertation,Aki Michael Höltken,,no,backward_reference,CF01S0215,1,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W1027075189,10.1007/978-94-017-1669-7_18,Gametophytic competition and selection,1994-01-01,1994,book-chapter,J.I. Hormaza,Advances in cellular and molecular biology of plants,no,backward_reference,CF01S0337,1,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W1027538412,10.1007/978-3-642-79844-3_18,"Seed, Pollen, and Clonal Dispersal and Their Role in Structuring Plant Populations",1996-01-01,1996,book-chapter,Uwe Starfinger,,no,backward_reference,CF01S0179,1,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W102977756,10.1007/978-94-007-6707-2_7,Acorn Production Patterns,2013-01-01,2013,book-chapter,Walter D. Koenig,Landscape series,no,forward_citation,CF01S0226,1,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W1036140135,,Flora i vegetació de les serres marginals prepirinenques compreses entre els rius Segre i Noguera Ribagorçana,2001-01-01,2001,article,Josep Antoni Conesa i Mor,Dialnet (Universidad de la Rioja),no,backward_reference,CF01S0121,1,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W1041926714,10.5072/prism/26191,Flower visitation and colony success of bumble bees in logged landscapes,2014-08-08,2014,dissertation,Alexandria Farmer,,no,forward_citation,CF01S0112;CF01S0355,2,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W104258589,,Renosterveld remnants – Current ecological situation and restoration perspectives,2011-06-21,2011,dissertation,Steffen Heelemann,,no,forward_citation,CF01S0298,1,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W104422700,10.1007/978-3-662-09389-4_10,Considering Interactions: Incorporating Biotic Interactions into Viability Assessment,2003-01-01,2003,book-chapter,Manuel A. Morales,Ecological studies,no,forward_citation,CF01S0112;CF01S0155;CF01S0156;CF01S0157,4,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W1048174303,10.1007/978-1-4615-5419-6_2,Contributions of PCR-Based Methods to Plant Systematics and Evolutionary Biology,1998-01-01,1998,book-chapter,Andrea D. Wolfe,,no,backward_reference,CF01S0103,1,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W10518795,10.1201/9780429308741-13,Aspects of Africanized Honey Bee Ecology in Tropical America,2019-06-04,2019,book-chapter,David Ward Roubik,,no,backward_reference,CF01S0112,1,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W105449352,10.53846/goediss-2311,Development of microsatellites in sycamore maple (Acer pseudoplatanus L.) and their application in population genetics,2005-01-01,2005,dissertation,Madhav Pandey,,no,forward_citation,CF01S0289;CF01S0355,2,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W105457151,10.1007/978-90-481-8748-5_6,Islands on the Continent: Conservation Biogeography in Changing Ecosystems,2010-11-25,2010,book-chapter,Andrés Moreira‐Muñoz,Plant and vegetation,no,forward_citation,CF01S0135,1,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W10643513,10.1093/jof/104.1.32,Planning for Wildness: Aldo Leopold’s Report on Huron Mountain Club,2006-01-01,2006,article,David J. Flaspohler,Journal of Forestry,no,backward_reference,CF01S0056,1,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W106702868,,Evolutionary Differences between Two Lupines with Differing Mating Systems,2012-01-01,2012,dissertation,Jessica B. Shade,eScholarship (California Digital Library),no,forward_citation,CF01S0084,1,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W107630606,,"LANDSCAPE ECOLOGY, DEFORESTATION, AND FOREST FRAGMENTATION: THE CASE OF THE RUIL FOREST IN CHILE.",1998-01-01,1998,article,Audrey A. Grez,,no,backward_reference;forward_citation,CF01S0112;CF01S0135,2,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W108086243,,"Categorical data analysis using the sas® system, 2nd edition",2000-06-09,2000,book,Maura E. Stokes,,no,backward_reference,CF01S0283,1,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W108875202,10.25148/etd.fi15101550,Conservation implications of the reproductive biology of the endangered vine Ipomoea microdactyla Griseb. (Convolvulaceae),2007-11-09,2007,dissertation,John H. Geiger,,no,forward_citation,CF01S0192;CF01S0355,2,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W109004088,10.1007/978-3-662-05238-9_4,Forest Fragmentation and Biodiversity in Central Amazonia,2003-01-01,2003,book-chapter,Claude Gascon,Ecological studies,no,forward_citation,CF01S0112,1,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W1092255364,10.1016/j.biocon.2015.07.035,Diptera species and functional diversity across tropical Australian countryside landscapes,2015-08-07,2015,article,Tobias J. Smith,Biological Conservation,no,forward_citation,CF01S0275,1,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W110685617,,Plant-Herbivore Interactions and Evolutionary Potential of Natural Arabidopsis lyrata Populations,2012-01-01,2012,dissertation,Adriana Puentes,KTH Publication Database DiVA (KTH Royal Institute of Technology),no,forward_citation,CF01S0237,1,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W1109826849,10.1080/00837792.1979.10670127,Ricerche tassonomiche e corologiche sulle Cistaceae. 1,1979-01-01,1979,article,Milena Rizzotto,Webbia,no,backward_reference,CF01S0037,1,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W1114304652,10.1016/j.biocon.2015.06.038,Forensic timber identification: It's time to integrate disciplines to combat illegal logging,2015-08-08,2015,article,Eleanor E. Dormontt,Biological Conservation,no,forward_citation,CF01S0050,1,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W11154720,,SPATIAL GENETIC STRUCTURE OF A TROPICAL UNDERSTORY SHRUB,2016-01-01,2016,article,Bette A. Loiselle,,no,backward_reference,CF01S0081,1,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W1119745905,,"Demographic and environmental determinants of reproductive success in Synthyris bullii, a rare endemic species",2014-01-01,2014,article,Katherine Chi,Illinois Digital Environment for Access to Learning and Scholarship (University of Illinois at Urbana-Champaign),no,forward_citation,CF01S0260,1,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W11207388,10.1007/978-1-4614-0920-5_7,Genomics of Tropical Fruit Tree Crops,2012-01-01,2012,book-chapter,Renee Silvia Arias,,no,forward_citation,CF01S0053,1,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W1126923514,,Aspects of avian thermal physiology and frugivory of indigenous and invasive fruits in South Africa.,2014-01-01,2014,dissertation,Vuyisile Thabethe,,no,forward_citation,CF01S0135,1,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W113017800,10.31979/etd.f79w-burv,Coast redwood community structure and composition following selective-harvest: A case study of Byrne-Milliron Forest,2014-01-01,2014,dissertation,Amy K. Petersen,San José State University ScholarWorks (San Jose State University),no,forward_citation,CF01S0218,1,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W1140218666,10.15835/buasvmcn-asb:62:0:2736,The Assesment of Two Populations of Gentiana nivalis By RAPD Markers,2009-09-29,2009,article,Paul Andrei RAICA,Bulletin of University of Agricultural Sciences and Veterinary Medicine Cluj-Napoca Animal Science and Biotechnologies,no,forward_citation,CF01S0233,1,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W114076611,,APPORTS DE L'ANALYSE DE LA STRUCTURE SPATIALE EN FORET TEMPEREE A L'ETUDE ET LA MODELISATION DES PEUPLEMENTS COMPLEXES,2000-01-01,2000,dissertation,François Goreaud,OpenGrey (Institut de l'Information Scientifique et Technique),no,backward_reference,CF01S0059,1,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W115500247,10.1017/cbo9780511753398.007,Diversity and floristic composition of neotropical dry forests,1995-11-24,1995,book-chapter,Alwyn H. Gentry,Cambridge University Press eBooks,no,backward_reference,CF01S0312,1,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W1155913319,10.1016/j.proenv.2015.07.077,"Habitat Loss Caused Clonality, Genetic Diversity Reduction and Reproductive Failure in SANTALUM ALBUM (Santalaceae), an Endangered Endemic Species of Indonesia",2015-01-01,2015,article,Sapto Indrioko,Procedia Environmental Sciences,no,forward_citation,CF01S0337,1,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W1157944307,10.1007/s11258-015-0507-3,Degradation of habitat disrupts plant–pollinator interactions for a rare self-compatible plant,2015-08-13,2015,article,Katherine Chi,Plant Ecology,no,forward_citation,CF01S0260,1,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W1160557637,10.1016/j.jenvman.2015.08.006,Enhancing seedling production of native species to restore gypsum habitats,2015-08-22,2015,article,Eva Maria Cañadas,Journal of Environmental Management,no,forward_citation,CF01S0116,1,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W116642815,10.1023/a:1008836502640,Long-term effects of clear-felling on vegetation dynamics and species diversity in a boreal pine forest,1998-02-01,1998,article,S. BRA ̊KENHIELM,Biodiversity and Conservation,no,backward_reference,CF01S0218,1,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W116857362,,Assessing ploidy-level and gene flow between baobab (Adansonia digitata) fruit producers and poor producers in Limpopo,2014-07-18,2014,dissertation,R. Tivakudze,"University of the Witwatersrand, Johannesburg Institutional Repository on DSpace (University of the Witwatersrand, Johannesburg)",no,forward_citation,CF01S0053,1,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W117087640,10.1038/45963,Seed germination in rainforest fragments,1999-11-11,1999,article,Emilio Miguel Bruna,Nature,no,backward_reference;forward_citation,CF01S0085;CF01S0112;CF01S0135;CF01S0142;CF01S0316,5,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W117347745,10.18960/seitai.61.2_185,植物の繁殖に関わる生物間相互作用 : ヤブツバキとメジロが三宅島の森林生態系回復に果たす役割( 三宅島2000年噴火後の生態系の回復過程-巨大噴火に対する陸上生態系の応答-),2011-07-30,2011,article,阿部 晴恵,日本生態学会誌,no,forward_citation,CF01S0004;CF01S0111;CF01S0237;CF01S0355,4,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W1183459005,,Ecology and biology of Euphranta connexa (Fabr.) (Diptera: Tephritidae) - a seed predator on Vincetoxicum hirundinaria Med. (Asclepiadaceae).,2000-01-01,2000,article,Christer Solbreck,Entomologisk tidskrift / Entomologiska föreningen i Stockholm,no,backward_reference,CF01S0237;CF01S0356,2,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W1190510375,10.1016/j.flora.2015.07.006,Genetic diversity of neotropical tree Myrcia splendens (Myrtaceae) in a fragment–corridor system in the Atlantic rainforest,2015-08-11,2015,article,Murilo Malveira Brandão,Flora,no,backward_reference;forward_citation,CF01S0020;CF01S0043;CF01S0073;CF01S0316,4,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W1192316732,,Road reserves as conservation assets : exploring the species of conservation concern and the ecological condition of the N7 road reserve,2010-01-01,2010,dissertation,Gregory Nicolson,Open University of Cape Town (University of Cape Town),no,forward_citation,CF01S0112;CF01S0168;CF01S0169;CF01S0275;CF01S0345,5,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W119417068,,Quantitative and molecular genetic variation in Ulmus laevis Pall.,2004-05-01,2004,dissertation,Rachel Whiteley,Epsilon Open Archive (Sveriges lantbruksuniversitet biblioteket (Swedish University of Agricultural Sciences)),no,forward_citation,CF01S0022,1,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W1198026062,10.1016/j.foreco.2015.07.023,"Understanding local patterns of genetic diversity in dipterocarps using a multi-site, multi-species approach: Implications for forest management and restoration",2015-08-09,2015,article,Claire Tito de Morais,Forest Ecology and Management,no,forward_citation,CF01S0050;CF01S0104;CF01S0124;CF01S0236,4,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W1202684604,,Reduction in levels of inbreeding in a seed orchard of Eucalyptus regnans F. Muell. compared with natural populations.,1989-01-01,1989,article,G. F. Moran,Silvae genetica/Silvae Genetica,no,backward_reference,CF01S0337,1,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W120325179,,"Edge Effects on Small Skinks: Their Prey, Predators and Competitors in Peri-urban Remnants in North- western Sydney.",2007-01-01,2007,article,Lynette P Anderson,,no,forward_citation,CF01S0240,1,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W120852504,10.1007/978-94-009-1207-6_5,Phylogenetic aspects of the evolution of self-pollination,1988-01-01,1988,book-chapter,Robert J. Wyatt,,no,backward_reference,CF01S0173,1,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W120892848,10.1007/978-1-4614-4960-7_19,Effects of Human Disturbance and Habitat Fragmentation on Stingless Bees,2012-11-19,2012,book-chapter,Virginia Meléndez Ramírez,,no,forward_citation,CF01S0112,1,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W121957550,10.1016/b978-0-12-583980-8.50019-3,Competition and Facilitation among Plants for Pollination,1983-01-01,1983,book-chapter,Beverly J. Rathcke,Elsevier eBooks,no,backward_reference,CF01S0171;CF01S0186;CF01S0222;CF01S0254;CF01S0268;CF01S0313;CF01S0319;CF01S0333;CF01S0334;CF01S0338,10,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W122439844,10.18960/seitai.62.2_239,繁殖干渉の頻度依存性に関する現在までの知見と今後の研究の方向性( いま種間競争を問いなおす : 繁殖干渉による挑戦),2012-07-30,2012,article,京極 大助,日本生態学会誌,no,forward_citation,CF01S0172,1,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W122493181,10.1007/978-94-017-9499-2_8,Indicators of Pollinator Decline and Pollen Limitation,2014-10-30,2014,book-chapter,Yuval Sapir,,no,forward_citation,CF01S0157;CF01S0223;CF01S0242;CF01S0275;CF01S0341,5,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W12285835,10.1017/cbo9780511541971.011,Implications of plant spatial distribution for pollination and seed production,2005-09-08,2005,book-chapter,Jaboury Ghazoul,Cambridge University Press eBooks,no,forward_citation,CF01S0112;CF01S0142;CF01S0151;CF01S0157;CF01S0173;CF01S0180;CF01S0186;CF01S0192;CF01S0196;CF01S0210;CF01S0226;CF01S0260;CF01S0264;CF01S0282;CF01S0301;CF01S0355,16,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W1229314725,10.2307/jj.41003705.19,Agroforestry Systems: Important Components in Conserving the Genetic Viability of Native Tropical Tree Species?,2013-03-22,2013,book-chapter,David Boshier,Princeton University Press eBooks,no,forward_citation,CF01S0142;CF01S0186;CF01S0291,3,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W12294379,,Change in marine communities : an approach to statistical analysis and interpretation,2001-01-01,2001,article,K. Robert Clarke,OpenGrey (Institut de l'Information Scientifique et Technique),no,backward_reference,CF01S0346,1,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W123589384,10.1007/978-90-481-8725-6_15,"Genetic Variability, Divergence and Speciation in Trees of Periodically Flooded Forests of the Amazon: A Case Study of Himatanthus sucuuba (Spruce) Woodson",2010-01-01,2010,book-chapter,Cristiane Silva Ferreira,Ecological studies,no,forward_citation,CF01S0022,1,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W123741951,,Plant-Animal Interactions and Evolution of Floral Display and Flowering Phenology in Arabidopsis lyrata,2007-01-01,2007,article,Saskia Sandring,,no,forward_citation,CF01S0173,1,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W124313192,10.5281/zenodo.13512905,Forest destruction in tropical Asia,2007-01-01,2007,article,William Frederick Laurance,Smithsonian Digital Repository (Smithsonian Institution),no,backward_reference,CF01S0104,1,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W124784820,10.1007/978-94-009-0343-2_10,Genetical Aspects of Fragmented Plant Populations,1996-01-01,1996,book-chapter,J. Gerard B. Oostermeijer,The Geojournal library,no,backward_reference;forward_citation,CF01S0112;CF01S0210;CF01S0268;CF01S0298;CF01S0337,5,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W1248043555,10.1023/a:1008877819286,Assessment of species composition change in savanna vegetation by means of woody plants' size class distributions and local information,1998-10-01,1998,article,Anne Mette Lykke,Biodiversity and Conservation,no,backward_reference,CF01S0212,1,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W124867734,10.1023/a:1009765129920,Seed dispersal and changing seed characteristics in a Pinus halepensis Mill. forest after fire,1997-05-01,1997,article,Antonio Saracino,Plant Ecology,no,backward_reference,CF01S0075,1,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W125370755,,What is a population,2002-01-01,2002,article,Wayne R. Munns,,no,backward_reference,CF01S0050,1,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W125675074,10.1023/a:1016353025378,Geitonogamy in rewarding and unrewarding inflorescences: modelling pollen transfer on actual foraging sequences,2002-03-01,2002,article,Jean‐Baptiste Ferdy,Evolutionary Ecology,no,backward_reference,CF01S0253,1,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W12628282,,Seed predators as mutualists: Ecology and evolution of the fig/pollinator interaction,2017-01-01,2017,book,Judith L. Bronstein,,no,backward_reference,CF01S0281,1,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W126329268,,Dynamique spatiale et temporelle de la diversité génétique d'une espèce rare en Afrique Centrale : Baillonella toxisperma Pierre (le Moabi),2011-04-08,2011,dissertation,Dyana Ndiade-Bourobou,Agritrop (Cirad),no,backward_reference,CF01S0047,1,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W1264908764,10.1023/a:1023617117780,"Species richness in agroecosystems: the effect of landscape, habitat and farm management",2003-06-06,2003,article,Ann‐Christin Weibull,Biodiversity and Conservation,no,forward_citation,CF01S0210,1,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W1267439636,10.3832/efor1628-012,"Biological, ecological and genetic aspects of Narrow leaved ash (Fraxinus angustifolia Vahl) in the northeastern Italy",2015-08-08,2015,article,P. Belletti,Forest - Rivista di Selvicoltura ed Ecologia Forestale,no,forward_citation,CF01S0020,1,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W126930814,10.1007/978-3-540-68486-2_2,Genetic and Environmental Causes and Evolutionary Consequences of Variations in Self-Fertility in Self Incompatible Species,2008-01-01,2008,book-chapter,Sara V. Good‐Avila,,no,backward_reference,CF01S0181,1,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W126936368,10.2737/pnw-gtr-351,FRAGSTATS: spatial pattern analysis program for quantifying landscape structure.,1995-01-01,1995,report,Kevin McGarigal,,no,backward_reference,CF01S0279,1,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W127039515,10.1007/978-3-319-06877-0_9,Models for Overdispersed Data in Entomology,2014-01-01,2014,book-chapter,Clarice Garcia Borges Demétrio,,no,backward_reference,CF01S0281,1,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W127248379,10.1007/978-94-007-4555-1_7,Use of Molecular Marker Information in the Construction of Polycrosses to Enhance Yield in a Lolium perenne Breeding Programme,2012-07-16,2012,book-chapter,Alain Ghesquière,,no,forward_citation,CF01S0102,1,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W127437438,,Rapid silver staining and recovery of PCR products separated on polyacrylamide gels.,1994-11-01,1994,article,Sanguinetti Cj,PubMed,no,backward_reference,CF01S0176,1,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W1274831876,,Field Guide to the Orchids of Madagascar,2010-04-15,2010,article,Philip Cribb,,no,backward_reference,CF01S0087,1,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W128320313,10.1007/978-3-642-75168-4,Nitrogen in Terrestrial Ecosystems,1991-01-01,1991,book,Carl Olof Tamm,Ecological studies,no,backward_reference,CF01S0243,1,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W128812734,10.1093/acprof:osobl/9780199549061.001.0001,Domestication of Plants in the Old World,2012-03-01,2012,book,Daniel Zohary,Oxford University Press eBooks,no,backward_reference,CF01S0046,1,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W128956813,,Notas sobre el género Colutea (Leguminoseae) en España,1998-01-01,1998,article,Salvador Talavera,Dialnet (Universidad de la Rioja),no,backward_reference,CF01S0285,1,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W129018229,10.1023/a:1025010403477,"Genetic variation of Prunus cerasoides D. Don, a framework tree species in northern Thailand",2003-09-16,2003,article,Greuk Pakkad,New Forests,no,backward_reference,CF01S0054,1,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W129611678,10.1002/tax.595004,Polymorphism of postmating reproductive isolation within plant species,2010-10-01,2010,article,Giovanni Scopece,Taxon,no,backward_reference,CF01S0028,1,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W131169710,10.1007/978-94-011-0491-3_10,Somatic embryogenesis in sandalwood (Santalum album L.),1995-01-01,1995,book-chapter,P. S. Rao,Forestry sciences,no,backward_reference,CF01S0337,1,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W132157322,10.1007/978-94-009-5500-4_6,Dynamics of Plant Coenotic Populations,1985-01-01,1985,book-chapter,T. A. Rabotnov,,no,backward_reference,CF01S0240,1,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W132512926,,Drought and Forest Decline in the Iberian Peninsula: A Simple Explanation for a Complex Phenomenom?,2008-01-01,2008,book-chapter,Eustaquio Gil‐Pelegrín,UPM Digital Archive (Technical University of Madrid),no,forward_citation,CF01S0347,1,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W133543714,,How no-man’s-land is now everyone’s problem: the renowned Cape flora is everywhere in retreat as runaway pine invasions transform the Outeniqua and Tsitsikamma mountains,2009-09-01,2009,article,Richard M. Cowling,,no,backward_reference,CF01S0115,1,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W133988913,10.1007/978-1-4020-8343-3_2,A Mechanistic View of the Capacity of Forests to Cope with Climate Change,2008-01-01,2008,book-chapter,Fernando Valladares,Managing forest ecosystems,no,forward_citation,CF01S0020,1,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W134408987,10.1007/978-1-4615-6968-8_1,Patterns of Neotropical Plant Species Diversity,1982-01-01,1982,book-chapter,Alwyn H. Gentry,Evolutionary Biology,no,backward_reference,CF01S0003;CF01S0064;CF01S0065,3,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W134423718,,"Genetic and taxonomic relationships between Pinus pithyusa, Pinus stankewiczii, and Pinus brutia.",1998-01-01,1998,article,Grigori G. Goncharenko,Doklady Biological Sciences,no,backward_reference,CF01S0018,1,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W134563810,10.1007/978-3-540-72954-9_17,Plant Herbivore Interactions at the Forest Edge,2007-12-09,2007,book-chapter,Rainer Wirth,Progress in botany,no,backward_reference;forward_citation,CF01S0217;CF01S0321,2,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W135096338,,Reproductive biology and nectary structure of Lythrum in central Saskatchewan,2008-01-01,2008,dissertation,Wade Devin Caswell,University Library - University of Saskatchewan (University of Saskatchewan),no,forward_citation,CF01S0355,1,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
W135401062,10.1023/a:1026551811969,Persistence of a frugivorous butterfly species in Venezuelan forest fragments: the role of movement and habitat quality,2000-12-01,2000,article,Ghazala Shahabuddin,Biodiversity and Conservation,no,forward_citation,CF01S0112,1,no,eligible_through_cutoff,pending_title_abstract_methods_screen,no
