cf01_seed_id,seed_canonical_search_key,seed_openalex_id,direction,candidate_openalex_id,candidate_cutoff_status,candidate_already_seed,outcome_opened
CF01S0001,CF01:P2_CF01_GPAIR_002,W2024956185,backward_reference,W2044413077,eligible_through_cutoff,no,no
CF01S0001,CF01:P2_CF01_GPAIR_002,W2024956185,backward_reference,W2046062863,eligible_through_cutoff,no,no
CF01S0001,CF01:P2_CF01_GPAIR_002,W2024956185,backward_reference,W2047417387,eligible_through_cutoff,no,no
CF01S0001,CF01:P2_CF01_GPAIR_002,W2024956185,backward_reference,W2051284243,eligible_through_cutoff,no,no
CF01S0001,CF01:P2_CF01_GPAIR_002,W2024956185,backward_reference,W2056299665,eligible_through_cutoff,no,no
CF01S0001,CF01:P2_CF01_GPAIR_002,W2024956185,backward_reference,W2057600248,eligible_through_cutoff,no,no
CF01S0001,CF01:P2_CF01_GPAIR_002,W2024956185,backward_reference,W2058034409,eligible_through_cutoff,no,no
CF01S0001,CF01:P2_CF01_GPAIR_002,W2024956185,backward_reference,W2059147403,eligible_through_cutoff,no,no
CF01S0001,CF01:P2_CF01_GPAIR_002,W2024956185,backward_reference,W2065388738,eligible_through_cutoff,no,no
CF01S0001,CF01:P2_CF01_GPAIR_002,W2024956185,backward_reference,W2066783385,eligible_through_cutoff,no,no
CF01S0001,CF01:P2_CF01_GPAIR_002,W2024956185,backward_reference,W2073495424,eligible_through_cutoff,yes,no
CF01S0001,CF01:P2_CF01_GPAIR_002,W2024956185,backward_reference,W2077053002,eligible_through_cutoff,no,no
CF01S0001,CF01:P2_CF01_GPAIR_002,W2024956185,backward_reference,W2080688859,eligible_through_cutoff,no,no
CF01S0001,CF01:P2_CF01_GPAIR_002,W2024956185,backward_reference,W2092963097,eligible_through_cutoff,no,no
CF01S0001,CF01:P2_CF01_GPAIR_002,W2024956185,backward_reference,W2097897480,eligible_through_cutoff,no,no
CF01S0001,CF01:P2_CF01_GPAIR_002,W2024956185,backward_reference,W2098334721,eligible_through_cutoff,yes,no
CF01S0001,CF01:P2_CF01_GPAIR_002,W2024956185,backward_reference,W2103278814,eligible_through_cutoff,no,no
CF01S0001,CF01:P2_CF01_GPAIR_002,W2024956185,backward_reference,W2110389121,eligible_through_cutoff,no,no
CF01S0001,CF01:P2_CF01_GPAIR_002,W2024956185,backward_reference,W2112348586,eligible_through_cutoff,no,no
CF01S0001,CF01:P2_CF01_GPAIR_002,W2024956185,backward_reference,W2112362114,eligible_through_cutoff,no,no
CF01S0001,CF01:P2_CF01_GPAIR_002,W2024956185,backward_reference,W2116697401,eligible_through_cutoff,no,no
CF01S0001,CF01:P2_CF01_GPAIR_002,W2024956185,backward_reference,W2119568113,eligible_through_cutoff,no,no
CF01S0001,CF01:P2_CF01_GPAIR_002,W2024956185,backward_reference,W2121996702,eligible_through_cutoff,no,no
CF01S0001,CF01:P2_CF01_GPAIR_002,W2024956185,backward_reference,W2122742571,eligible_through_cutoff,no,no
CF01S0001,CF01:P2_CF01_GPAIR_002,W2024956185,backward_reference,W2123828299,eligible_through_cutoff,yes,no
CF01S0001,CF01:P2_CF01_GPAIR_002,W2024956185,backward_reference,W2124187575,eligible_through_cutoff,no,no
CF01S0001,CF01:P2_CF01_GPAIR_002,W2024956185,backward_reference,W2127396309,eligible_through_cutoff,no,no
CF01S0001,CF01:P2_CF01_GPAIR_002,W2024956185,backward_reference,W2127657748,eligible_through_cutoff,no,no
CF01S0001,CF01:P2_CF01_GPAIR_002,W2024956185,backward_reference,W2128307342,eligible_through_cutoff,no,no
CF01S0001,CF01:P2_CF01_GPAIR_002,W2024956185,backward_reference,W2133837428,eligible_through_cutoff,no,no
CF01S0001,CF01:P2_CF01_GPAIR_002,W2024956185,backward_reference,W2134842830,eligible_through_cutoff,no,no
CF01S0001,CF01:P2_CF01_GPAIR_002,W2024956185,backward_reference,W2143144439,eligible_through_cutoff,no,no
CF01S0001,CF01:P2_CF01_GPAIR_002,W2024956185,backward_reference,W2148142278,eligible_through_cutoff,no,no
CF01S0001,CF01:P2_CF01_GPAIR_002,W2024956185,backward_reference,W2149427681,eligible_through_cutoff,no,no
CF01S0001,CF01:P2_CF01_GPAIR_002,W2024956185,backward_reference,W2149752076,eligible_through_cutoff,no,no
CF01S0001,CF01:P2_CF01_GPAIR_002,W2024956185,backward_reference,W2149799970,eligible_through_cutoff,no,no
CF01S0001,CF01:P2_CF01_GPAIR_002,W2024956185,backward_reference,W2151047055,eligible_through_cutoff,no,no
CF01S0001,CF01:P2_CF01_GPAIR_002,W2024956185,backward_reference,W2152021152,eligible_through_cutoff,no,no
CF01S0001,CF01:P2_CF01_GPAIR_002,W2024956185,backward_reference,W2153014491,eligible_through_cutoff,no,no
CF01S0001,CF01:P2_CF01_GPAIR_002,W2024956185,backward_reference,W2157530063,eligible_through_cutoff,no,no
CF01S0001,CF01:P2_CF01_GPAIR_002,W2024956185,backward_reference,W2158156543,eligible_through_cutoff,no,no
CF01S0001,CF01:P2_CF01_GPAIR_002,W2024956185,backward_reference,W2160915038,eligible_through_cutoff,no,no
CF01S0001,CF01:P2_CF01_GPAIR_002,W2024956185,backward_reference,W2161215580,eligible_through_cutoff,no,no
CF01S0001,CF01:P2_CF01_GPAIR_002,W2024956185,backward_reference,W2161680736,eligible_through_cutoff,no,no
CF01S0001,CF01:P2_CF01_GPAIR_002,W2024956185,backward_reference,W2167205039,eligible_through_cutoff,no,no
CF01S0001,CF01:P2_CF01_GPAIR_002,W2024956185,backward_reference,W2167464793,eligible_through_cutoff,no,no
CF01S0001,CF01:P2_CF01_GPAIR_002,W2024956185,backward_reference,W2168413819,eligible_through_cutoff,no,no
CF01S0001,CF01:P2_CF01_GPAIR_002,W2024956185,backward_reference,W223493421,eligible_through_cutoff,no,no
CF01S0001,CF01:P2_CF01_GPAIR_002,W2024956185,backward_reference,W3204146976,eligible_through_cutoff,no,no
CF01S0001,CF01:P2_CF01_GPAIR_002,W2024956185,backward_reference,W3211914286,eligible_through_cutoff,no,no
CF01S0001,CF01:P2_CF01_GPAIR_002,W2024956185,backward_reference,W4238467667,eligible_through_cutoff,no,no
CF01S0001,CF01:P2_CF01_GPAIR_002,W2024956185,backward_reference,W95346130,eligible_through_cutoff,no,no
CF01S0001,CF01:P2_CF01_GPAIR_002,W2024956185,forward_citation,W1932374447,eligible_through_cutoff,no,no
CF01S0001,CF01:P2_CF01_GPAIR_002,W2024956185,forward_citation,W2171976597,eligible_through_cutoff,no,no
CF01S0001,CF01:P2_CF01_GPAIR_002,W2024956185,forward_citation,W2196022320,eligible_through_cutoff,no,no
CF01S0001,CF01:P2_CF01_GPAIR_002,W2024956185,forward_citation,W2551031358,eligible_through_cutoff,no,no
CF01S0001,CF01:P2_CF01_GPAIR_002,W2024956185,forward_citation,W2581222762,eligible_through_cutoff,no,no
CF01S0001,CF01:P2_CF01_GPAIR_002,W2024956185,forward_citation,W2769941575,eligible_through_cutoff,no,no
CF01S0001,CF01:P2_CF01_GPAIR_002,W2024956185,forward_citation,W2783034203,eligible_through_cutoff,no,no
CF01S0001,CF01:P2_CF01_GPAIR_002,W2024956185,forward_citation,W2837198524,eligible_through_cutoff,no,no
CF01S0001,CF01:P2_CF01_GPAIR_002,W2024956185,forward_citation,W2898003469,eligible_through_cutoff,no,no
CF01S0001,CF01:P2_CF01_GPAIR_002,W2024956185,forward_citation,W4248268003,eligible_through_cutoff,no,no
CF01S0001,CF01:P2_CF01_GPAIR_002,W2024956185,forward_citation,W4393338622,eligible_through_cutoff,no,no
CF01S0001,CF01:P2_CF01_GPAIR_002,W2024956185,forward_citation,W4399202013,eligible_through_cutoff,no,no
CF01S0001,CF01:P2_CF01_GPAIR_002,W2024956185,forward_citation,W4400622067,eligible_through_cutoff,no,no
CF01S0001,CF01:P2_CF01_GPAIR_002,W2024956185,forward_citation,W4402275116,eligible_through_cutoff,no,no
CF01S0001,CF01:P2_CF01_GPAIR_002,W2024956185,forward_citation,W4403693651,eligible_through_cutoff,no,no
CF01S0002,PRIMARY:PS002,W2170962995,backward_reference,W1485341663,eligible_through_cutoff,no,no
CF01S0002,PRIMARY:PS002,W2170962995,backward_reference,W1525801529,eligible_through_cutoff,no,no
CF01S0002,PRIMARY:PS002,W2170962995,backward_reference,W1591356236,eligible_through_cutoff,no,no
CF01S0002,PRIMARY:PS002,W2170962995,backward_reference,W1905487223,eligible_through_cutoff,no,no
CF01S0002,PRIMARY:PS002,W2170962995,backward_reference,W1909916158,eligible_through_cutoff,yes,no
CF01S0002,PRIMARY:PS002,W2170962995,backward_reference,W1923624707,eligible_through_cutoff,no,no
CF01S0002,PRIMARY:PS002,W2170962995,backward_reference,W1963405395,eligible_through_cutoff,no,no
CF01S0002,PRIMARY:PS002,W2170962995,backward_reference,W1964306664,eligible_through_cutoff,yes,no
CF01S0002,PRIMARY:PS002,W2170962995,backward_reference,W1965407699,eligible_through_cutoff,yes,no
CF01S0002,PRIMARY:PS002,W2170962995,backward_reference,W1965780536,eligible_through_cutoff,no,no
CF01S0002,PRIMARY:PS002,W2170962995,backward_reference,W1971441041,eligible_through_cutoff,no,no
CF01S0002,PRIMARY:PS002,W2170962995,backward_reference,W1974595975,eligible_through_cutoff,no,no
CF01S0002,PRIMARY:PS002,W2170962995,backward_reference,W1975313509,eligible_through_cutoff,no,no
CF01S0002,PRIMARY:PS002,W2170962995,backward_reference,W1980324766,eligible_through_cutoff,no,no
CF01S0002,PRIMARY:PS002,W2170962995,backward_reference,W1986042821,eligible_through_cutoff,no,no
CF01S0002,PRIMARY:PS002,W2170962995,backward_reference,W1988787001,eligible_through_cutoff,no,no
CF01S0002,PRIMARY:PS002,W2170962995,backward_reference,W1988885571,eligible_through_cutoff,no,no
CF01S0002,PRIMARY:PS002,W2170962995,backward_reference,W1993638740,eligible_through_cutoff,no,no
CF01S0002,PRIMARY:PS002,W2170962995,backward_reference,W1999934975,eligible_through_cutoff,no,no
CF01S0002,PRIMARY:PS002,W2170962995,backward_reference,W2002504209,eligible_through_cutoff,no,no
CF01S0002,PRIMARY:PS002,W2170962995,backward_reference,W2004301498,eligible_through_cutoff,yes,no
CF01S0002,PRIMARY:PS002,W2170962995,backward_reference,W2006422936,eligible_through_cutoff,no,no
CF01S0002,PRIMARY:PS002,W2170962995,backward_reference,W2009475438,eligible_through_cutoff,no,no
CF01S0002,PRIMARY:PS002,W2170962995,backward_reference,W2009662310,eligible_through_cutoff,no,no
CF01S0002,PRIMARY:PS002,W2170962995,backward_reference,W2015619226,eligible_through_cutoff,no,no
CF01S0002,PRIMARY:PS002,W2170962995,backward_reference,W2020931910,eligible_through_cutoff,no,no
CF01S0002,PRIMARY:PS002,W2170962995,backward_reference,W2021265726,eligible_through_cutoff,no,no
CF01S0002,PRIMARY:PS002,W2170962995,backward_reference,W2024472838,eligible_through_cutoff,no,no
CF01S0002,PRIMARY:PS002,W2170962995,backward_reference,W2034119574,eligible_through_cutoff,no,no
CF01S0002,PRIMARY:PS002,W2170962995,backward_reference,W2042377411,eligible_through_cutoff,no,no
CF01S0002,PRIMARY:PS002,W2170962995,backward_reference,W2043033562,eligible_through_cutoff,no,no
CF01S0002,PRIMARY:PS002,W2170962995,backward_reference,W2047354659,eligible_through_cutoff,no,no
CF01S0002,PRIMARY:PS002,W2170962995,backward_reference,W2049207608,eligible_through_cutoff,no,no
CF01S0002,PRIMARY:PS002,W2170962995,backward_reference,W2058815839,eligible_through_cutoff,no,no
CF01S0002,PRIMARY:PS002,W2170962995,backward_reference,W2060222348,eligible_through_cutoff,no,no
CF01S0002,PRIMARY:PS002,W2170962995,backward_reference,W2060985397,eligible_through_cutoff,no,no
CF01S0002,PRIMARY:PS002,W2170962995,backward_reference,W2065388738,eligible_through_cutoff,no,no
CF01S0002,PRIMARY:PS002,W2170962995,backward_reference,W2066019872,eligible_through_cutoff,no,no
CF01S0002,PRIMARY:PS002,W2170962995,backward_reference,W2071846796,eligible_through_cutoff,no,no
CF01S0002,PRIMARY:PS002,W2170962995,backward_reference,W2082091267,eligible_through_cutoff,no,no
CF01S0002,PRIMARY:PS002,W2170962995,backward_reference,W2082269863,eligible_through_cutoff,no,no
CF01S0002,PRIMARY:PS002,W2170962995,backward_reference,W2082780934,eligible_through_cutoff,yes,no
CF01S0002,PRIMARY:PS002,W2170962995,backward_reference,W2091668808,eligible_through_cutoff,no,no
CF01S0002,PRIMARY:PS002,W2170962995,backward_reference,W2095348253,eligible_through_cutoff,no,no
CF01S0002,PRIMARY:PS002,W2170962995,backward_reference,W2097897480,eligible_through_cutoff,no,no
CF01S0002,PRIMARY:PS002,W2170962995,backward_reference,W2103278814,eligible_through_cutoff,no,no
CF01S0002,PRIMARY:PS002,W2170962995,backward_reference,W2103855098,eligible_through_cutoff,no,no
CF01S0002,PRIMARY:PS002,W2170962995,backward_reference,W2105958829,eligible_through_cutoff,no,no
CF01S0002,PRIMARY:PS002,W2170962995,backward_reference,W2107473082,eligible_through_cutoff,no,no
CF01S0002,PRIMARY:PS002,W2170962995,backward_reference,W2110389121,eligible_through_cutoff,no,no
CF01S0002,PRIMARY:PS002,W2170962995,backward_reference,W2110887987,eligible_through_cutoff,no,no
CF01S0002,PRIMARY:PS002,W2170962995,backward_reference,W2115692184,eligible_through_cutoff,no,no
CF01S0002,PRIMARY:PS002,W2170962995,backward_reference,W2120157426,eligible_through_cutoff,no,no
CF01S0002,PRIMARY:PS002,W2170962995,backward_reference,W2122258728,eligible_through_cutoff,no,no
CF01S0002,PRIMARY:PS002,W2170962995,backward_reference,W2122581035,eligible_through_cutoff,no,no
CF01S0002,PRIMARY:PS002,W2170962995,backward_reference,W2124851014,eligible_through_cutoff,no,no
CF01S0002,PRIMARY:PS002,W2170962995,backward_reference,W2125159547,eligible_through_cutoff,no,no
CF01S0002,PRIMARY:PS002,W2170962995,backward_reference,W2128500801,eligible_through_cutoff,no,no
CF01S0002,PRIMARY:PS002,W2170962995,backward_reference,W2130083208,eligible_through_cutoff,no,no
CF01S0002,PRIMARY:PS002,W2170962995,backward_reference,W2138691032,eligible_through_cutoff,no,no
CF01S0002,PRIMARY:PS002,W2170962995,backward_reference,W2143144439,eligible_through_cutoff,no,no
CF01S0002,PRIMARY:PS002,W2170962995,backward_reference,W2143999927,eligible_through_cutoff,no,no
CF01S0002,PRIMARY:PS002,W2170962995,backward_reference,W2148263736,eligible_through_cutoff,no,no
CF01S0002,PRIMARY:PS002,W2170962995,backward_reference,W2149156563,eligible_through_cutoff,no,no
CF01S0002,PRIMARY:PS002,W2170962995,backward_reference,W2149427681,eligible_through_cutoff,no,no
CF01S0002,PRIMARY:PS002,W2170962995,backward_reference,W2155363705,eligible_through_cutoff,yes,no
CF01S0002,PRIMARY:PS002,W2170962995,backward_reference,W2157530063,eligible_through_cutoff,no,no
CF01S0002,PRIMARY:PS002,W2170962995,backward_reference,W2158745757,eligible_through_cutoff,yes,no
CF01S0002,PRIMARY:PS002,W2170962995,backward_reference,W2174944929,eligible_through_cutoff,no,no
CF01S0002,PRIMARY:PS002,W2170962995,backward_reference,W2180502275,eligible_through_cutoff,no,no
CF01S0002,PRIMARY:PS002,W2170962995,backward_reference,W2318293239,eligible_through_cutoff,no,no
CF01S0002,PRIMARY:PS002,W2170962995,backward_reference,W2320960577,eligible_through_cutoff,no,no
CF01S0002,PRIMARY:PS002,W2170962995,backward_reference,W2320970755,eligible_through_cutoff,no,no
CF01S0002,PRIMARY:PS002,W2170962995,backward_reference,W2322257735,eligible_through_cutoff,no,no
CF01S0002,PRIMARY:PS002,W2170962995,backward_reference,W2322699054,eligible_through_cutoff,no,no
CF01S0002,PRIMARY:PS002,W2170962995,backward_reference,W2328381913,eligible_through_cutoff,no,no
CF01S0002,PRIMARY:PS002,W2170962995,backward_reference,W4229672156,eligible_through_cutoff,no,no
CF01S0002,PRIMARY:PS002,W2170962995,backward_reference,W4246595568,eligible_through_cutoff,no,no
CF01S0002,PRIMARY:PS002,W2170962995,backward_reference,W4249149975,eligible_through_cutoff,no,no
CF01S0002,PRIMARY:PS002,W2170962995,backward_reference,W4250800234,eligible_through_cutoff,no,no
CF01S0002,PRIMARY:PS002,W2170962995,backward_reference,W4285719527,metadata_unresolved,no,no
CF01S0002,PRIMARY:PS002,W2170962995,backward_reference,W68436435,eligible_through_cutoff,no,no
CF01S0002,PRIMARY:PS002,W2170962995,forward_citation,W1990991510,eligible_through_cutoff,no,no
CF01S0002,PRIMARY:PS002,W2170962995,forward_citation,W2039582171,eligible_through_cutoff,no,no
CF01S0002,PRIMARY:PS002,W2170962995,forward_citation,W2118060448,eligible_through_cutoff,yes,no
CF01S0002,PRIMARY:PS002,W2170962995,forward_citation,W2263689037,eligible_through_cutoff,no,no
CF01S0002,PRIMARY:PS002,W2170962995,forward_citation,W2462802924,eligible_through_cutoff,no,no
CF01S0002,PRIMARY:PS002,W2170962995,forward_citation,W2528945885,eligible_through_cutoff,no,no
CF01S0002,PRIMARY:PS002,W2170962995,forward_citation,W2766885122,eligible_through_cutoff,no,no
CF01S0002,PRIMARY:PS002,W2170962995,forward_citation,W2782240200,eligible_through_cutoff,no,no
CF01S0002,PRIMARY:PS002,W2170962995,forward_citation,W2792368955,eligible_through_cutoff,no,no
CF01S0002,PRIMARY:PS002,W2170962995,forward_citation,W2884328690,eligible_through_cutoff,no,no
CF01S0002,PRIMARY:PS002,W2170962995,forward_citation,W2912856644,eligible_through_cutoff,no,no
CF01S0002,PRIMARY:PS002,W2170962995,forward_citation,W2937331196,eligible_through_cutoff,no,no
CF01S0002,PRIMARY:PS002,W2170962995,forward_citation,W2940156351,eligible_through_cutoff,no,no
CF01S0002,PRIMARY:PS002,W2170962995,forward_citation,W2947323464,eligible_through_cutoff,no,no
CF01S0002,PRIMARY:PS002,W2170962995,forward_citation,W2989915804,eligible_through_cutoff,no,no
CF01S0002,PRIMARY:PS002,W2170962995,forward_citation,W3048987625,eligible_through_cutoff,no,no
CF01S0002,PRIMARY:PS002,W2170962995,forward_citation,W3112017192,eligible_through_cutoff,no,no
CF01S0002,PRIMARY:PS002,W2170962995,forward_citation,W3121252766,eligible_through_cutoff,no,no
CF01S0002,PRIMARY:PS002,W2170962995,forward_citation,W3121922032,eligible_through_cutoff,no,no
CF01S0002,PRIMARY:PS002,W2170962995,forward_citation,W3130081121,eligible_through_cutoff,no,no
CF01S0002,PRIMARY:PS002,W2170962995,forward_citation,W3160349671,eligible_through_cutoff,no,no
CF01S0002,PRIMARY:PS002,W2170962995,forward_citation,W3161144412,eligible_through_cutoff,no,no
CF01S0002,PRIMARY:PS002,W2170962995,forward_citation,W3161265416,eligible_through_cutoff,no,no
CF01S0002,PRIMARY:PS002,W2170962995,forward_citation,W3168436549,eligible_through_cutoff,no,no
CF01S0002,PRIMARY:PS002,W2170962995,forward_citation,W3190678755,eligible_through_cutoff,no,no
CF01S0002,PRIMARY:PS002,W2170962995,forward_citation,W4200538772,eligible_through_cutoff,no,no
CF01S0002,PRIMARY:PS002,W2170962995,forward_citation,W4210966980,eligible_through_cutoff,no,no
CF01S0002,PRIMARY:PS002,W2170962995,forward_citation,W4210992945,eligible_through_cutoff,no,no
CF01S0002,PRIMARY:PS002,W2170962995,forward_citation,W4211000929,eligible_through_cutoff,no,no
CF01S0002,PRIMARY:PS002,W2170962995,forward_citation,W4211057473,eligible_through_cutoff,no,no
CF01S0002,PRIMARY:PS002,W2170962995,forward_citation,W4211148394,eligible_through_cutoff,no,no
CF01S0002,PRIMARY:PS002,W2170962995,forward_citation,W4211237445,eligible_through_cutoff,no,no
CF01S0002,PRIMARY:PS002,W2170962995,forward_citation,W4253617308,eligible_through_cutoff,no,no
CF01S0002,PRIMARY:PS002,W2170962995,forward_citation,W4297186210,eligible_through_cutoff,no,no
CF01S0002,PRIMARY:PS002,W2170962995,forward_citation,W4311649186,eligible_through_cutoff,no,no
CF01S0002,PRIMARY:PS002,W2170962995,forward_citation,W4376505488,eligible_through_cutoff,no,no
CF01S0002,PRIMARY:PS002,W2170962995,forward_citation,W4385728222,eligible_through_cutoff,no,no
CF01S0002,PRIMARY:PS002,W2170962995,forward_citation,W4393069300,eligible_through_cutoff,no,no
CF01S0002,PRIMARY:PS002,W2170962995,forward_citation,W4404201615,eligible_through_cutoff,no,no
CF01S0002,PRIMARY:PS002,W2170962995,forward_citation,W4413090356,eligible_through_cutoff,no,no
CF01S0002,PRIMARY:PS002,W2170962995,forward_citation,W7163734340,eligible_through_cutoff,no,no
CF01S0003,PRIMARY:PS004,W4327846094,backward_reference,W134408987,eligible_through_cutoff,no,no
CF01S0003,PRIMARY:PS004,W4327846094,backward_reference,W1530461011,eligible_through_cutoff,no,no
CF01S0003,PRIMARY:PS004,W4327846094,backward_reference,W1557941507,eligible_through_cutoff,no,no
CF01S0003,PRIMARY:PS004,W4327846094,backward_reference,W1560136943,eligible_through_cutoff,no,no
CF01S0003,PRIMARY:PS004,W4327846094,backward_reference,W1566870476,eligible_through_cutoff,no,no
CF01S0003,PRIMARY:PS004,W4327846094,backward_reference,W1587420391,eligible_through_cutoff,no,no
CF01S0003,PRIMARY:PS004,W4327846094,backward_reference,W1592859298,eligible_through_cutoff,no,no
CF01S0003,PRIMARY:PS004,W4327846094,backward_reference,W1982388116,eligible_through_cutoff,no,no
CF01S0003,PRIMARY:PS004,W4327846094,backward_reference,W1987954186,eligible_through_cutoff,no,no
CF01S0003,PRIMARY:PS004,W4327846094,backward_reference,W1988787001,eligible_through_cutoff,no,no
CF01S0003,PRIMARY:PS004,W4327846094,backward_reference,W1990745190,eligible_through_cutoff,no,no
CF01S0003,PRIMARY:PS004,W4327846094,backward_reference,W1996114887,eligible_through_cutoff,no,no
CF01S0003,PRIMARY:PS004,W4327846094,backward_reference,W2002291348,eligible_through_cutoff,no,no
CF01S0003,PRIMARY:PS004,W4327846094,backward_reference,W2003678793,eligible_through_cutoff,no,no
CF01S0003,PRIMARY:PS004,W4327846094,backward_reference,W2006448347,eligible_through_cutoff,no,no
CF01S0003,PRIMARY:PS004,W4327846094,backward_reference,W2007732915,eligible_through_cutoff,no,no
CF01S0003,PRIMARY:PS004,W4327846094,backward_reference,W2008559317,eligible_through_cutoff,no,no
CF01S0003,PRIMARY:PS004,W4327846094,backward_reference,W2009662310,eligible_through_cutoff,no,no
CF01S0003,PRIMARY:PS004,W4327846094,backward_reference,W2010574400,eligible_through_cutoff,no,no
CF01S0003,PRIMARY:PS004,W4327846094,backward_reference,W2012657725,eligible_through_cutoff,no,no
CF01S0003,PRIMARY:PS004,W4327846094,backward_reference,W2019080805,eligible_through_cutoff,yes,no
CF01S0003,PRIMARY:PS004,W4327846094,backward_reference,W2029175306,eligible_through_cutoff,no,no
CF01S0003,PRIMARY:PS004,W4327846094,backward_reference,W2034185921,eligible_through_cutoff,yes,no
CF01S0003,PRIMARY:PS004,W4327846094,backward_reference,W2034875492,eligible_through_cutoff,no,no
CF01S0003,PRIMARY:PS004,W4327846094,backward_reference,W2038776127,eligible_through_cutoff,no,no
CF01S0003,PRIMARY:PS004,W4327846094,backward_reference,W2039957252,eligible_through_cutoff,no,no
CF01S0003,PRIMARY:PS004,W4327846094,backward_reference,W2040054121,eligible_through_cutoff,no,no
CF01S0003,PRIMARY:PS004,W4327846094,backward_reference,W2043469585,eligible_through_cutoff,no,no
CF01S0003,PRIMARY:PS004,W4327846094,backward_reference,W2047390770,eligible_through_cutoff,no,no
CF01S0003,PRIMARY:PS004,W4327846094,backward_reference,W2049291852,eligible_through_cutoff,no,no
CF01S0003,PRIMARY:PS004,W4327846094,backward_reference,W2056528391,eligible_through_cutoff,no,no
CF01S0003,PRIMARY:PS004,W4327846094,backward_reference,W2059147403,eligible_through_cutoff,no,no
CF01S0003,PRIMARY:PS004,W4327846094,backward_reference,W2071407916,eligible_through_cutoff,no,no
CF01S0003,PRIMARY:PS004,W4327846094,backward_reference,W2072454780,eligible_through_cutoff,no,no
CF01S0003,PRIMARY:PS004,W4327846094,backward_reference,W2073495424,eligible_through_cutoff,yes,no
CF01S0003,PRIMARY:PS004,W4327846094,backward_reference,W2079723822,eligible_through_cutoff,no,no
CF01S0003,PRIMARY:PS004,W4327846094,backward_reference,W2079761764,eligible_through_cutoff,no,no
CF01S0003,PRIMARY:PS004,W4327846094,backward_reference,W2089066248,eligible_through_cutoff,no,no
CF01S0003,PRIMARY:PS004,W4327846094,backward_reference,W2091668808,eligible_through_cutoff,no,no
CF01S0003,PRIMARY:PS004,W4327846094,backward_reference,W2093738505,eligible_through_cutoff,no,no
CF01S0003,PRIMARY:PS004,W4327846094,backward_reference,W2097897480,eligible_through_cutoff,no,no
CF01S0003,PRIMARY:PS004,W4327846094,backward_reference,W2098000995,eligible_through_cutoff,no,no
CF01S0003,PRIMARY:PS004,W4327846094,backward_reference,W2099321267,eligible_through_cutoff,no,no
CF01S0003,PRIMARY:PS004,W4327846094,backward_reference,W2099475982,eligible_through_cutoff,no,no
CF01S0003,PRIMARY:PS004,W4327846094,backward_reference,W2099540110,eligible_through_cutoff,no,no
